"","Date","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108"
"1",6885.43427043553,8620.50262231371,8903.21605530444,13130.4472896817,11131.0875550584,6519.51784496808,0.390102270026833,2.30518890985664,1.76600899067576,1.77890396032609,1.43542125464285,2.74230229635559,1.708236189518,2.52596988932975,1.79220251381414,2.56567640261917,2.46084144043356,1.80679911424511,1.92941084516661,2.40999224083414,1.38032826825932,2.28075466951975,1.89017623115868,1.28153531351223,1.97379632271762,1.59811281402125,1.95839619478366,1.51801590347838,2.38894462800359,1.75436842895104,2.11308925690729,2.32105177271683,2.39874282268968,1.21396237015958,1.69641028526791,1.62366146360871,65.3227860267564,64.4353761819965,46.4172853003134,90.8766027822466,58.1845044643913,70.2414894508699,77.3955606430113,30.1222882814726,50.1585328500289,102.934931869963,7.8531327903337,6.22186636049674,7.34675269446682,6.01056328277356,12.5036348299429,5.60773425758439,7.0107386837962,9.12867087402963,8.1618163662201,4.46421707789426,8.58288205806816,6.67571036717518,10.5869623834773,6.02481498494626,6.47276130265432,7.17629968559172,5.16939914753119,5.43889547086602,5.905956444663,7.31591416920356,7.01505993740508,7.56838315331776,6.39905068350278,10.5588439645151,8.37467284917083,8.13807924314338,7.26018863925903,11.8124768059744,4.55361137231159,7.21780438458416,6.10113297837257,6.44956069337152,6.80663278008042,7.19001215782365,8.63549983844842,6.78146550958059,7.88365848033409,10.0803326127476,7.62698615800064,14.6426850546524,11.041824272504,6.94391854162649,8.12401597538326,5.88892367759961,7.67281793545288,7.39422155774143,11.4968904477713,9.12691264596589,4.82627535983141,6.52155907507241,7.39726016288523,11.192277957298,8.50135826540922,6.65582295010186,4.37877105502047,7.20314894883146,6.83116528271297,7.2379533093458,7.42911223942526,7.17435785301665,1.22103618990448,1.88925844040468
"2",10934.4712875562,8707.7476720266,8762.19958705798,13149.4090988711,2607.21397443304,5335.86610046828,2.19604142497197,2.29884121828603,1.92241611420524,2.65674975258164,2.24788655544172,1.59449036379291,2.00357852780414,1.89416125075481,2.54142996480851,2.29904360808598,2.29455974644226,3.50734348943657,2.46404396166522,2.10090558512819,1.48273040277923,2.2574036173792,1.98885188307449,2.00803292908556,2.02580807978435,2.44603355852522,1.76861823765818,1.28931565433771,1.24745664272188,2.42430694382302,2.05020514634506,1.59394985001454,1.98670660859307,3.32272179558461,1.90255579110223,2.20871167317254,46.985176117737,54.6056403928857,37.1361012762742,100.105055455903,44.0821257245663,78.2690631194335,46.0909436167434,73.2673635671655,30.6860016076066,36.1074527819393,8.37117649961905,7.33448147880052,5.94108812137739,8.16788128239958,8.62851674223051,9.274577677052,7.73911815241538,6.80485623798874,5.08567134610324,4.04555272691489,8.33785949356421,8.78237181468554,11.0718247655943,8.62672863155355,6.8370519253571,7.09831037215835,7.56239569824069,6.93102934144581,7.03620308458806,8.45879150880062,7.74062205883548,8.19231894101789,7.23569601854009,7.19401077046448,6.91906800862313,9.15809921927065,7.59434894607072,7.8368943704586,9.41733364423054,7.48511727909257,9.93395999092245,3.95849908290016,6.36441774009026,8.15253353497546,10.0597076325543,10.2116571344804,6.39078893321232,6.46045669998029,5.94384076078658,9.5181588613636,6.57541306458009,11.1281654103342,6.36713662087897,5.0705870164964,6.58531605116542,9.62378851550887,4.94811426878906,5.98602840045967,7.31758789758493,8.30291007381288,10.4635579204189,6.83404040395439,4.98216108623472,12.0310185594431,8.2810264946895,7.70671753915744,4.57532385348301,9.2779895464638,6.51553387690388,7.27143772862186,0.705211271989488,2.17774115719765
"3",6907.49001112589,8527.28891258547,9006.01441344724,13144.0470484715,4374.35795551492,25737.3091602507,1.32471413364499,1.90177898289473,1.36406332631338,1.05120418985792,1.77462401150124,2.74182068101999,2.03258806128432,1.83020934328174,2.37131702047542,2.21399184145499,2.98537054261816,1.51617846845815,1.87684508850925,2.76263396404539,2.49013574338282,1.90733632292908,1.49179087409033,2.29982908166492,1.59118901916555,1.51377931616354,1.9762599865448,2.47267210178659,1.43484056579666,1.73822540629642,2.09224638916705,2.13778247951118,2.12955391924194,2.31050390150958,2.66347647079624,1.22906001348276,65.1098152229274,64.7201336687057,78.5998202209768,17.2413011102296,37.016275568713,58.9532707094834,35.4202211530532,57.7038375036222,132.146155501066,40.6691499519372,14.185229370358,5.81453503218591,8.78347433119517,7.08342420678932,7.89515395694512,7.60244339414081,7.63996336459239,6.48521229225214,6.791817783855,5.57336760626539,8.06670113933451,6.52872520511165,12.4972058267275,8.49154638131234,6.80452143999832,9.42194759181189,6.79738675528221,9.28092708219538,9.9227195702533,9.96318831818624,8.0466549480891,5.14592425860202,8.57156604134164,8.67488314609838,11.2852078020394,4.92335045391646,6.56645498396106,5.86408497706089,5.38454770942499,9.14550282018092,5.08444508275985,9.07383691752837,11.0471916433898,6.71739959584942,10.5114502963933,5.31434664750203,6.12223784845507,10.3585888264309,8.22983129056234,7.25559475868748,7.82776602406705,7.45893525967655,10.1633383880038,8.5684846062454,9.37295566151915,8.93552179144303,6.37189778914485,6.63728756101701,8.4247737901468,8.08627344454026,6.13528373578516,7.19162621698224,6.59375928913547,7.48488968124804,8.60784638258704,7.89758322042037,11.5734713280245,9.63391558347073,6.28020542953014,10.3522744926338,2.1485851185165,2.9050647109671
"4",7136.30124644191,8699.65822255609,8652.48915048626,13087.3663344769,3050.46134186416,256.293878620098,2.94863798934016,1.8174197143751,1.92374353455226,0.757935336511117,2.38703365484351,1.30043044597998,2.04608828149473,2.09970469781463,2.40164112280492,1.83243736333939,1.75701340375464,1.70905260599937,1.30843298870928,1.7777887147105,2.09911266210633,2.13335352475922,1.97229568508101,2.45815575235466,1.39145985421985,2.15690044973785,0.875199240980037,1.66984771034587,2.24376508914593,2.2629894177811,1.53864764511382,2.5578465361776,2.06842318133931,1.78060727706202,2.14526666773126,1.91891708928038,46.9372086547805,77.9406699386546,44.1745708235384,97.8584732349894,34.4244867192125,51.1968322047513,71.8595434812094,98.6381350012878,36.9959746002435,69.4101997973238,7.71769343348381,7.79123322433351,8.08129274384293,11.1613893713543,5.8642974249801,7.88422232829226,4.38449571785311,5.60236263526407,6.11870692118139,8.45835087091229,6.31875761687766,13.0982059480509,6.5089160254766,8.19558865609851,6.47830619860837,6.74236267789099,5.1667678890126,8.62673696172982,7.79984587536065,6.18800996068719,5.34172796642028,7.63348264873855,6.80148477829686,8.23551279829544,8.13895589066777,11.8003585395914,12.9327543812988,10.0271648449559,5.62942689918856,7.78316559378928,9.31060378767387,7.63377519284181,5.43010217179603,6.85268372916147,12.4506056056571,6.58358433246157,8.82667727965903,9.64589035067825,9.11082939506795,6.71188767591889,6.18070513965257,5.74109208300321,7.9069350999721,5.58014074389385,7.85009470333807,6.94636970531433,6.67166520130928,4.9760560860239,6.25493281186798,6.1521736994306,4.48815825274602,6.00047280100255,6.06991072340497,7.44633390428989,4.50878472393994,11.7687488387906,9.9109162173753,6.60533616948897,6.69724881563959,6.88910809401164,2.75644427832987,1.01134820032409
"5",18597.9493549011,8905.56027520348,8802.19401954539,13131.9793002364,4323.86699788362,13894.3131068345,1.63462652316339,1.39383457800253,2.25883433599605,1.99480298757206,1.67560142647755,1.84725196211171,2.26656026021528,2.13798307803199,1.71018014947966,1.67399113630028,1.3363815088085,2.34572197828786,1.96152875850682,2.56549954509468,3.22175010014758,1.79865076148156,1.68833304033048,1.93108764795443,0.391431757569425,2.10402499514821,3.32295173267924,2.08719098605128,1.12090925905271,2.34754587989453,3.0615616926127,2.57183040609226,2.49135858404981,2.43347204852365,2.63030880627621,1.87835397357222,54.5515479486832,24.0934881884712,62.3860999274277,66.8114547882905,56.3347179209072,59.0199548672058,76.2997531916059,55.8290242340114,83.3245594881797,56.8830970087287,9.3018972596623,5.70567311375164,5.49984126471302,8.23553882947963,6.39671346120688,6.94086506497374,8.16159600755856,8.55333824221746,6.87526849409123,5.68831118564779,5.66226287413362,7.64382652873831,5.03930968310044,6.67844660000269,9.68638752480286,7.59366200786039,6.10305592757203,9.28092130729984,6.16939068997098,8.50689440413372,5.46655615713871,5.80766241017043,7.5900185631598,13.6420892403799,7.15059696142633,4.59168352678683,8.55639577497948,5.31412861922,12.1904160869227,6.86421841024634,4.86648968228411,7.56940047361872,6.81000570582421,8.27180945314737,7.67314958523667,6.58007030676816,7.55964845071911,8.42947351309521,6.12937392960259,6.10028436633345,7.62855390927317,10.04828813611,6.62076557104128,9.01052082319863,9.52703992750607,6.60052963723412,4.57538214813072,8.10070559486892,7.80650474621348,11.1197882185855,8.37230695314504,8.88430202905224,6.06044026592671,6.25352109438962,8.5778035694663,6.84295589078039,4.24573203829106,6.90630480567981,9.32137238928911,5.86222636720672,1.77376522175792,1.02860176569436
"6",6272.57501686906,8742.77341949113,8599.89771913685,13145.1287830659,5574.60403104581,22.5560968928039,2.06120672411822,2.05780744210469,1.87415004609659,2.86580745170763,1.95179420940842,1.77681798475403,1.68020317425596,1.94684335908429,0.956656471227,2.13765782050699,2.02372154297656,2.12612497856413,2.56571498785752,2.58440500336457,2.02902866762266,1.61311502443912,0.732751686131843,1.29398416737615,2.35880847521111,1.84769081290636,1.88670952253988,2.30776761168338,2.17160599638394,2.00974739834342,2.49301057326334,2.2420680881482,1.46395303034909,1.59615347016054,3.21150246808732,2.26960155799575,41.3706331293458,27.4409115072298,29.3963485622258,77.0706856991392,36.3899926175526,26.4818654890428,75.7514391937343,74.2281913825927,106.591939097864,53.4662060284495,9.8775739954187,4.95464814825902,8.35116007307035,6.42181173875583,7.68730022415232,6.57402879852225,6.96409334193824,10.6040855855671,9.5435084100176,8.2659217312996,6.80755700063298,6.06746479959164,6.7889504364263,6.57346213798058,6.31847898412371,9.9600044370182,6.91118422113514,6.56027282000086,6.56961955577084,7.92361366288843,8.72571938016811,8.37405352461376,8.52360339675966,5.29557852679651,6.04977967838898,5.93412712962216,5.61241462532524,6.68178952140363,10.0911185213029,5.08256709987613,11.5058230811421,6.56570309650301,6.72713190050194,6.29466613381134,8.19093147881614,7.79176376521779,6.75420127363025,7.65397840483441,9.11157618232512,10.3574824629051,8.45601059933515,4.6517391732318,7.32946637416782,7.12938340458802,4.9118820222703,6.79614658251901,3.88303557865926,7.77996839479561,6.35580192966981,5.25741565138247,8.42022923294272,5.24935504978513,9.68054172556026,6.63040812145527,7.3781346825541,6.13943105771084,4.78209746179323,8.69700813527752,7.38638057302314,5.39472016413738,1.24669699863262,1.63956370643374
"7",4922.39130940658,8552.70782883849,8712.78731909489,13147.7024790462,21091.8645675293,19950.2284320316,2.51388311026309,1.92153053129733,2.07176532341547,2.11856026709853,1.73953366672808,1.54979672836941,2.07598576314607,1.39296339525871,2.6492587924445,1.9690549085797,2.14943727283252,1.88415723438897,2.21730558392669,2.00304140825452,0.920167627726661,1.75628891571149,1.67162927871014,1.96125518157705,2.49588090107454,1.87519772171229,2.235927424026,2.06678571941815,1.36581971834565,2.05643535392512,1.70235041474599,1.73870233145239,1.76100741739172,1.91073970962944,2.12684355646358,2.1927826474594,66.6807428750542,57.1676387499087,51.7556197367808,41.1200134745788,57.3680273396292,79.7865682914479,54.4299082453755,114.5742918566,53.7077346585104,74.3385506697324,7.59657118257311,9.24971047113859,6.28385378479912,5.45465606977736,9.05924473292241,10.3202617201769,9.60013867247833,6.81327572544088,8.68005073096458,8.58702046682307,7.35932395736953,6.89055204296892,12.5606194206156,7.98498886061663,10.0328914167759,11.5782129442344,4.87440697371794,9.63831657514832,5.49218658801443,9.56664925345973,5.77504443506621,5.47904433794179,8.88196730687301,7.66467108197145,5.32294134611916,8.3833447406595,4.17976438769111,9.81124380222326,7.93256436777684,7.46538840685663,8.51652911330627,8.05427128805283,8.87349002357185,12.6003649757819,7.22818557523214,4.85647585419183,8.46029798249228,7.19444681074304,8.93217251605972,6.3291509518771,9.1697195659363,6.12922177651489,7.44045672585716,7.73386916704541,10.0703240764753,7.43522416750682,10.2253735743595,9.93604600238553,9.54434420414682,7.83447807081756,5.42954878470584,7.26088864220776,7.40890226025358,6.65068689567872,9.26440595753456,8.44085465398593,10.0272024885043,5.29836088728903,9.77803113425631,11.8816820103654,1.8370913415821,1.32508092878744
"8",1294.46462451063,8674.30126732287,8775.2128793517,13144.619404145,6202.44512868281,11990.7279155712,1.68669277103572,3.04746415120569,2.03055604301585,2.2630502708048,1.48671369285753,3.29631451058349,2.8381860914346,2.80050854889128,2.41032012400094,3.11867952700028,1.76253740723854,1.76964342878785,2.52368982524895,1.90709622831616,1.78184602268504,2.24989830149128,2.23303386969526,1.79721412553158,1.89306588376166,2.23986833041557,1.88211580664093,1.1332750370578,1.7151396180203,1.87192136759987,1.8343806332651,1.90983536936573,1.84659110302585,2.05289091389312,2.36667349567555,2.74303757801481,35.4679995286192,90.569657412911,20.3304739648577,66.1302025119857,88.1814516661891,21.1665141674054,38.0538606401502,54.2931841039418,49.3212349196418,65.5485226392227,7.34370157903203,9.26560195266676,8.4787999200649,7.31667744307014,7.44683939185802,9.99117607327294,7.81966417982698,8.0271713951497,9.25333758859847,7.72649362894271,8.11624723758093,13.5927624354809,4.25254093462302,8.25080689485978,9.25752362653074,7.63074068956072,10.3628115820031,7.28601073983491,5.49767303569656,5.88465751556742,8.65416035307299,6.25296857007118,8.81369738601094,7.45884485958955,5.77054625444368,9.02283547590572,7.98540476438251,8.28397409387178,5.66022966119438,6.43500157991239,5.96162196401038,8.91621078209715,8.60238251061282,7.58019822093894,8.09006422314817,3.63452037912073,5.06701597756327,5.61683654029027,9.31854382597895,6.17730992616787,8.35264374822715,7.14272653046732,5.88526401721171,5.95878144870031,9.96692284215381,11.4040676202687,9.13476096165741,7.53522740086367,10.4833193736184,6.12302715620441,6.5052835311167,9.33033358237414,5.85420430741942,8.14631270488798,11.0664430937465,7.44656708970732,6.11139433432062,8.12214899586627,6.7658939339285,10.9502065559274,2.10295866467506,2.34887880260874
"9",5752.59959482143,8812.50644390653,8787.74586386945,13213.5979341562,8964.96907314242,6764.42550925219,1.86033833578115,2.02488337474599,1.4751069344465,2.14944352771446,1.87851947214976,1.55712839646226,2.92662266518,3.0757403572323,1.27624944610394,2.06684957599471,1.82600179397536,2.25492430860773,1.60950671793384,1.63997412804858,1.64847296573876,2.3052732566332,1.26511866128535,1.74563850568838,2.88063917586196,2.17596910585771,2.14057805229158,2.08608940140711,2.03098022299578,1.56442947564368,2.31617084629699,2.24035198630324,2.10882694544198,2.82256789987708,1.34455966801973,2.30555954668418,110.176784618647,80.3868193155359,39.4073922285206,56.4711887825395,46.8001296050586,30.3361628453951,29.4565609364806,43.3700893274668,50.6368945842707,75.0339071495892,8.27556841891843,5.51267766900805,8.50287011145962,6.71755617634812,5.24671586065967,7.963774521168,5.95361120610095,5.56018149285104,9.23580241921262,7.99326451203592,4.71002873975927,7.94025956696484,7.21519992621823,10.9754403462757,5.04196014039747,7.18253717556116,5.77369959478423,6.14404317337685,8.40323900598371,6.80516975587726,6.27814771096185,5.79235543631855,6.47497589672439,4.75590380789312,6.14925724196946,9.02670974738111,6.10385171090721,6.82235773318156,8.1862528318396,9.35561527749674,8.85999312468381,6.2025340265816,9.10833214115261,6.04848781418005,8.808609420354,7.18576808163297,9.49920927319919,12.940033167502,5.50425156113255,7.16574776035535,6.08352182686874,6.28251814523692,9.73875854650714,9.18971162972469,6.81417637373516,6.95853175146472,7.91063420762186,7.24870041865738,8.36055350713444,10.4929605863617,4.4623309716351,7.00148254856434,13.7106789404533,10.1087712858476,6.73323792534771,13.4620420970512,6.75048602351106,6.57927713980229,7.02698820665246,5.89268348236666,2.29356808262911,2.08526028898894
"10",2518.95639433464,8713.94104066228,8774.6410626011,13170.2467184416,8132.79122234749,2283.3557820227,2.18032642329595,2.36095501659027,1.85179257195948,2.12737650623603,1.76753359219649,2.03521977987414,2.98121321792189,2.66676417107372,2.15963600682209,1.99499310231422,1.89439260197914,1.72149637719402,1.62551565533207,2.10848340091211,2.21469203411723,0.755744148113491,2.27311139265365,2.41625281816288,2.10684778909458,2.22419136696811,2.84929785551305,1.8526729536155,1.85846442430725,1.96260143811534,2.79215922226729,2.42607988564039,1.8771884913773,1.64642598578062,2.94103389223746,1.98475273899043,115.495846451032,88.0215294885937,49.4663561115045,111.005297107443,47.2055467875543,77.4823916648467,52.7779288739632,56.6469153875604,48.1958200623126,27.0953197076778,7.12600667703617,4.14765779669881,10.0921901710541,7.71557502247422,7.27723702553117,7.97619149972276,3.44967896669464,4.71882871813479,6.52985746997345,5.42557034143888,9.15726106585614,8.45136546457368,5.9894369979099,5.22917041291888,6.95952962870985,6.13752143842472,8.27107117013452,6.57516197991797,6.69772679106906,6.68636109127454,5.68471457184614,12.3579911511269,7.46845799438145,5.21179075114066,8.47856872393756,8.20443961159959,6.02308475914919,5.97988566042905,9.05534646818949,5.91366147716295,6.23904679239762,4.95808001115806,5.31872277139177,9.29099090044717,10.6523942010405,8.307789870697,8.62804947869893,4.85130159556156,5.06444388677054,8.24312312332709,7.35603251370531,5.6899245835689,5.79251720541334,6.54757615861351,8.42267412440526,7.10003238369848,4.40338480407782,7.34051061245492,6.56480881002775,10.2487022233596,6.65748475687763,6.4451666010272,9.79961574386107,9.72562230867011,9.34404010630746,11.0107190178151,7.72527725874549,4.86927563394224,9.22260450946012,7.17433091566371,1.54026707870378,2.45452900919874
